Destination;Origin;Product;Year;dist_km;Euros
BE;DE;1;2015;405.0261181;24795039
DE;BE;2;2015;405.0261181;729063182
BE;DE;2;2015;405.0261181;121534082
DE;BE;3;2015;405.0261181;63189530
BE;DE;3;2015;405.0261181;57772859
DE;BE;4;2015;405.0261181;400006826
BE;DE;4;2015;405.0261181;586817596
DE;BE;5;2015;405.0261181;38694637
BE;DE;5;2015;405.0261181;30162744
DE;BE;6;2015;405.0261181;24900162
BE;DE;6;2015;405.0261181;13602578
DE;BE;7;2015;405.0261181;440369902
BE;DE;7;2015;405.0261181;106615787
DE;BE;8;2015;405.0261181;677380168
BE;DE;8;2015;405.0261181;148239359
DE;BE;9;2015;405.0261181;60502113
BE;DE;9;2015;405.0261181;109351743
DE;BE;10;2015;405.0261181;95221986
BE;DE;10;2015;405.0261181;285407968
DE;BE;11;2015;405.0261181;47317299
BE;DE;11;2015;405.0261181;56547370
DE;BE;12;2015;405.0261181;144975732
BE;DE;12;2015;405.0261181;129419024
DE;BE;13;2015;405.0261181;8016807
BE;DE;13;2015;405.0261181;10351967
DE;BE;14;2015;405.0261181;1608092
BE;DE;14;2015;405.0261181;697384
DE;BE;15;2015;405.0261181;215088073
BE;DE;15;2015;405.0261181;146932757
DE;BE;16;2015;405.0261181;77713946
BE;DE;16;2015;405.0261181;165255040
DE;BE;17;2015;405.0261181;238182463
BE;DE;17;2015;405.0261181;114005368
DE;BE;18;2015;405.0261181;617005282
BE;DE;18;2015;405.0261181;291322664
DE;BE;19;2015;405.0261181;407763338
BE;DE;19;2015;405.0261181;242400259
DE;BE;20;2015;405.0261181;285156243
BE;DE;20;2015;405.0261181;190048426
DE;BE;1;2016;405.0261181;32777182
BE;DE;1;2016;405.0261181;50025591
DE;BE;2;2016;405.0261181;792535504
BE;DE;2;2016;405.0261181;116747461
DE;BE;3;2016;405.0261181;65256353
BE;DE;3;2016;405.0261181;62672187
DE;BE;4;2016;405.0261181;375850155
BE;DE;4;2016;405.0261181;546936872
DE;BE;5;2016;405.0261181;33744790
BE;DE;5;2016;405.0261181;31513290
DE;BE;6;2016;405.0261181;23818959
BE;DE;6;2016;405.0261181;14343533
DE;BE;7;2016;405.0261181;447187270
BE;DE;7;2016;405.0261181;138473233
DE;BE;8;2016;405.0261181;713717948
BE;DE;8;2016;405.0261181;182499969
DE;BE;9;2016;405.0261181;64799948
BE;DE;9;2016;405.0261181;103724992
DE;BE;10;2016;405.0261181;83316765
BE;DE;10;2016;405.0261181;276814690
DE;BE;11;2016;405.0261181;51010591
BE;DE;11;2016;405.0261181;47847076
DE;BE;12;2016;405.0261181;226702888
BE;DE;12;2016;405.0261181;91477495
DE;BE;13;2016;405.0261181;7985062
BE;DE;13;2016;405.0261181;13116434
DE;BE;14;2016;405.0261181;1399507
BE;DE;14;2016;405.0261181;399767
DE;BE;15;2016;405.0261181;207946940
BE;DE;15;2016;405.0261181;154730396
DE;BE;16;2016;405.0261181;80364946
BE;DE;16;2016;405.0261181;169850543
DE;BE;17;2016;405.0261181;254248085
BE;DE;17;2016;405.0261181;127245853
DE;BE;18;2016;405.0261181;686879346
BE;DE;18;2016;405.0261181;246144714
DE;BE;19;2016;405.0261181;405122301
BE;DE;19;2016;405.0261181;261662689
DE;BE;20;2016;405.0261181;339667567
BE;DE;20;2016;405.0261181;196097537
LU;FR;1;2007;442.5138809;1765614
FR;LU;1;2007;442.5138809;86105
LU;FR;2;2007;442.5138809;26441689
FR;LU;2;2007;442.5138809;16728163
LU;FR;3;2007;442.5138809;19060159
FR;LU;3;2007;442.5138809;2492535
LU;FR;4;2007;442.5138809;146765163
FR;LU;4;2007;442.5138809;21579161
LU;FR;5;2007;442.5138809;219412
FR;LU;5;2007;442.5138809;11990
LU;FR;6;2007;442.5138809;1118941
FR;LU;6;2007;442.5138809;753196
LU;FR;7;2007;442.5138809;17370633
FR;LU;7;2007;442.5138809;2445356
LU;FR;8;2007;442.5138809;13983754
FR;LU;8;2007;442.5138809;3658161
LU;FR;9;2007;442.5138809;5038934
FR;LU;9;2007;442.5138809;2386615
LU;FR;10;2007;442.5138809;9357672
FR;LU;10;2007;442.5138809;5351852
LU;FR;11;2007;442.5138809;3485272
FR;LU;11;2007;442.5138809;1272941
LU;FR;12;2007;442.5138809;686566
FR;LU;12;2007;442.5138809;7793350
LU;FR;13;2007;442.5138809;289550
FR;LU;13;2007;442.5138809;22313
LU;FR;14;2007;442.5138809;11828
FR;LU;14;2007;442.5138809;53895
LU;FR;15;2007;442.5138809;1357971
FR;LU;15;2007;442.5138809;118657
LU;FR;16;2007;442.5138809;9738330
FR;LU;16;2007;442.5138809;1723230
LU;FR;17;2007;442.5138809;2088926
FR;LU;17;2007;442.5138809;1270049
LU;FR;18;2007;442.5138809;4345276
FR;LU;18;2007;442.5138809;1552484
LU;FR;19;2007;442.5138809;20172512
FR;LU;19;2007;442.5138809;23644120
LU;FR;20;2007;442.5138809;9980694
FR;LU;20;2007;442.5138809;16164577
LU;FR;1;2008;442.5138809;1629345
FR;LU;1;2008;442.5138809;1580695
LU;FR;2;2008;442.5138809;29043435
FR;LU;2;2008;442.5138809;13146047
LU;FR;3;2008;442.5138809;16996243
FR;LU;3;2008;442.5138809;2309436
LU;FR;4;2008;442.5138809;188591360
FR;LU;4;2008;442.5138809;21730647
LU;FR;5;2008;442.5138809;186422
FR;LU;5;2008;442.5138809;82094
LU;FR;6;2008;442.5138809;1170785
FR;LU;6;2008;442.5138809;424828
LU;FR;7;2008;442.5138809;17926618
FR;LU;7;2008;442.5138809;2114897
LU;FR;8;2008;442.5138809;13997524
FR;LU;8;2008;442.5138809;5273218
LU;FR;9;2008;442.5138809;4945894
FR;LU;9;2008;442.5138809;2593163
LU;FR;10;2008;442.5138809;13914646
FR;LU;10;2008;442.5138809;4887022
LU;FR;11;2008;442.5138809;3771154
FR;LU;11;2008;442.5138809;1901085
LU;FR;12;2008;442.5138809;846827
FR;LU;12;2008;442.5138809;3080325
LU;FR;13;2008;442.5138809;416663
FR;LU;13;2008;442.5138809;11403
LU;FR;14;2008;442.5138809;14160
FR;LU;14;2008;442.5138809;41754
LU;FR;15;2008;442.5138809;1552981
FR;LU;15;2008;442.5138809;88217
LU;FR;16;2008;442.5138809;11240008
FR;LU;16;2008;442.5138809;2249733
LU;FR;17;2008;442.5138809;1755167
FR;LU;17;2008;442.5138809;1238768
LU;FR;18;2008;442.5138809;4335718
FR;LU;18;2008;442.5138809;1744016
LU;FR;19;2008;442.5138809;22075394
FR;LU;19;2008;442.5138809;30557155
LU;FR;20;2008;442.5138809;11425044
FR;LU;20;2008;442.5138809;20090808
LU;FR;1;2009;442.5138809;1521067
FR;LU;1;2009;442.5138809;1395253
LU;FR;2;2009;442.5138809;29044265
FR;LU;2;2009;442.5138809;13060467
LU;FR;3;2009;442.5138809;17429649
FR;LU;3;2009;442.5138809;2675301
LU;FR;4;2009;442.5138809;143234199
FR;LU;4;2009;442.5138809;21500067
LU;FR;5;2009;442.5138809;89929
FR;LU;5;2009;442.5138809;144387
LU;FR;6;2009;442.5138809;1006557
FR;LU;6;2009;442.5138809;274518
LU;FR;7;2009;442.5138809;17173959
FR;LU;7;2009;442.5138809;2114206
LU;FR;8;2009;442.5138809;14022530
FR;LU;8;2009;442.5138809;5221485
LU;FR;9;2009;442.5138809;3758996
FR;LU;9;2009;442.5138809;2731212
LU;FR;10;2009;442.5138809;9178481
FR;LU;10;2009;442.5138809;2648860
LU;FR;11;2009;442.5138809;2360064
FR;LU;11;2009;442.5138809;2724789
LU;FR;12;2009;442.5138809;644427
FR;LU;12;2009;442.5138809;4376936
LU;FR;13;2009;442.5138809;481291
FR;LU;13;2009;442.5138809;5994
LU;FR;14;2009;442.5138809;31563
FR;LU;14;2009;442.5138809;59496
LU;FR;15;2009;442.5138809;1575131
FR;LU;15;2009;442.5138809;107188
LU;FR;16;2009;442.5138809;10783943
FR;LU;16;2009;442.5138809;2122587
LU;FR;17;2009;442.5138809;1655772
FR;LU;17;2009;442.5138809;1805552
LU;FR;18;2009;442.5138809;3535533
FR;LU;18;2009;442.5138809;1258271
LU;FR;19;2009;442.5138809;22308108
FR;LU;19;2009;442.5138809;25429205
LU;FR;20;2009;442.5138809;11369957
FR;LU;20;2009;442.5138809;21017039
LU;FR;1;2010;442.5138809;2482586
FR;LU;1;2010;442.5138809;449721
LU;FR;2;2010;442.5138809;29076125
FR;LU;2;2010;442.5138809;9534346
LU;FR;3;2010;442.5138809;18789647
FR;LU;3;2010;442.5138809;2182492
LU;FR;4;2010;442.5138809;170856644
FR;LU;4;2010;442.5138809;30137448
LU;FR;5;2010;442.5138809;140443
FR;LU;5;2010;442.5138809;15795
LU;FR;6;2010;442.5138809;833314
FR;LU;6;2010;442.5138809;499093
LU;FR;7;2010;442.5138809;18223646
FR;LU;7;2010;442.5138809;1990399
LU;FR;8;2010;442.5138809;14230950
FR;LU;8;2010;442.5138809;5558078
LU;FR;9;2010;442.5138809;3806681
FR;LU;9;2010;442.5138809;3319033
LU;FR;10;2010;442.5138809;11293218
FR;LU;10;2010;442.5138809;5241726
LU;FR;11;2010;442.5138809;2166804
FR;LU;11;2010;442.5138809;2570613
LU;FR;12;2010;442.5138809;894514
FR;LU;12;2010;442.5138809;3371883
LU;FR;13;2010;442.5138809;356171
FR;LU;13;2010;442.5138809;94783
LU;FR;14;2010;442.5138809;30695
FR;LU;14;2010;442.5138809;46903
LU;FR;15;2010;442.5138809;1629595
FR;LU;15;2010;442.5138809;441368
LU;FR;16;2010;442.5138809;10775472
FR;LU;16;2010;442.5138809;2444966
LU;FR;17;2010;442.5138809;1743088
FR;LU;17;2010;442.5138809;766039
LU;FR;18;2010;442.5138809;4497802
FR;LU;18;2010;442.5138809;1511477
LU;FR;19;2010;442.5138809;21637432
FR;LU;19;2010;442.5138809;23060155
LU;FR;20;2010;442.5138809;11705645
FR;LU;20;2010;442.5138809;21966375
LU;FR;1;2011;442.5138809;2469328
FR;LU;1;2011;442.5138809;211979
LU;FR;2;2011;442.5138809;29660566
FR;LU;2;2011;442.5138809;12036151
LU;FR;3;2011;442.5138809;20778237
FR;LU;3;2011;442.5138809;1187332
LU;FR;4;2011;442.5138809;171921967
FR;LU;4;2011;442.5138809;34978063
LU;FR;5;2011;442.5138809;69372
FR;LU;5;2011;442.5138809;4823
LU;FR;6;2011;442.5138809;998073
FR;LU;6;2011;442.5138809;745190
LU;FR;7;2011;442.5138809;17913030
FR;LU;7;2011;442.5138809;1726999
LU;FR;8;2011;442.5138809;14230696
FR;LU;8;2011;442.5138809;3791088
LU;FR;9;2011;442.5138809;4322228
FR;LU;9;2011;442.5138809;4293279
LU;FR;10;2011;442.5138809;20227214
FR;LU;10;2011;442.5138809;2605794
LU;FR;11;2011;442.5138809;2028188
FR;LU;11;2011;442.5138809;2820570
LU;FR;12;2011;442.5138809;1724119
FR;LU;12;2011;442.5138809;3392226
LU;FR;13;2011;442.5138809;557561
FR;LU;13;2011;442.5138809;64272
LU;FR;14;2011;442.5138809;14368
FR;LU;14;2011;442.5138809;20466
LU;FR;15;2011;442.5138809;1942040
FR;LU;15;2011;442.5138809;386988
LU;FR;16;2011;442.5138809;10757382
FR;LU;16;2011;442.5138809;2048786
LU;FR;17;2011;442.5138809;1614999
FR;LU;17;2011;442.5138809;1554935
LU;FR;18;2011;442.5138809;5498308
FR;LU;18;2011;442.5138809;14484618
LU;FR;19;2011;442.5138809;23918746
FR;LU;19;2011;442.5138809;24403148
LU;FR;20;2011;442.5138809;12388308
FR;LU;20;2011;442.5138809;26194472
LU;FR;1;2012;442.5138809;3053452
FR;LU;1;2012;442.5138809;827717
LU;FR;2;2012;442.5138809;32361645
FR;LU;2;2012;442.5138809;9538200
LU;FR;3;2012;442.5138809;23651120
FR;LU;3;2012;442.5138809;2692845
LU;FR;4;2012;442.5138809;207363812
FR;LU;4;2012;442.5138809;29214035
LU;FR;5;2012;442.5138809;93458
FR;LU;5;2012;442.5138809;95043
LU;FR;6;2012;442.5138809;1070285
FR;LU;6;2012;442.5138809;354970
LU;FR;7;2012;442.5138809;19814629
FR;LU;7;2012;442.5138809;941911
LU;FR;8;2012;442.5138809;14496946
FR;LU;8;2012;442.5138809;2483381
LU;FR;9;2012;442.5138809;4176954
FR;LU;9;2012;442.5138809;4288392
LU;FR;10;2012;442.5138809;18910706
FR;LU;10;2012;442.5138809;5349183
LU;FR;11;2012;442.5138809;2481168
FR;LU;11;2012;442.5138809;4766803
LU;FR;12;2012;442.5138809;1661477
FR;LU;12;2012;442.5138809;4468377
LU;FR;13;2012;442.5138809;625826
FR;LU;13;2012;442.5138809;8227
LU;FR;14;2012;442.5138809;22071
FR;LU;14;2012;442.5138809;5647
LU;FR;15;2012;442.5138809;1366404
FR;LU;15;2012;442.5138809;466703
LU;FR;16;2012;442.5138809;11066576
FR;LU;16;2012;442.5138809;1300083
LU;FR;17;2012;442.5138809;1825108
FR;LU;17;2012;442.5138809;662186
LU;FR;18;2012;442.5138809;6619171
FR;LU;18;2012;442.5138809;3355569
LU;FR;19;2012;442.5138809;25311207
FR;LU;19;2012;442.5138809;31959825
LU;FR;20;2012;442.5138809;13493358
FR;LU;20;2012;442.5138809;13338401
LU;FR;1;2013;442.5138809;3290774
FR;LU;1;2013;442.5138809;32339
LU;FR;2;2013;442.5138809;32226669
FR;LU;2;2013;442.5138809;8003177
LU;FR;3;2013;442.5138809;24486652
FR;LU;3;2013;442.5138809;2846184
LU;FR;4;2013;442.5138809;216996734
FR;LU;4;2013;442.5138809;26900067
LU;FR;5;2013;442.5138809;85456
FR;LU;5;2013;442.5138809;59595
LU;FR;6;2013;442.5138809;1126625
FR;LU;6;2013;442.5138809;883043
LU;FR;7;2013;442.5138809;21389756
FR;LU;7;2013;442.5138809;1376715
LU;FR;8;2013;442.5138809;16642199
FR;LU;8;2013;442.5138809;3486167
LU;FR;9;2013;442.5138809;3693952
FR;LU;9;2013;442.5138809;4213943
LU;FR;10;2013;442.5138809;21604158
FR;LU;10;2013;442.5138809;5345217
LU;FR;11;2013;442.5138809;2897195
FR;LU;11;2013;442.5138809;5884331
LU;FR;12;2013;442.5138809;1721036
FR;LU;12;2013;442.5138809;3592382
LU;FR;13;2013;442.5138809;374087
FR;LU;13;2013;442.5138809;12028
LU;FR;14;2013;442.5138809;27062
FR;LU;14;2013;442.5138809;1438
LU;FR;15;2013;442.5138809;1460948
FR;LU;15;2013;442.5138809;896940
LU;FR;16;2013;442.5138809;11179813
FR;LU;16;2013;442.5138809;901307
LU;FR;17;2013;442.5138809;1836459
FR;LU;17;2013;442.5138809;1573844
LU;FR;18;2013;442.5138809;7392345
FR;LU;18;2013;442.5138809;16312081
LU;FR;19;2013;442.5138809;26475845
FR;LU;19;2013;442.5138809;22694533
LU;FR;20;2013;442.5138809;14153505
FR;LU;20;2013;442.5138809;16807400
LU;FR;1;2014;442.5138809;3051556
FR;LU;1;2014;442.5138809;213186
LU;FR;2;2014;442.5138809;30912724
FR;LU;2;2014;442.5138809;10830338
LU;FR;3;2014;442.5138809;25428589
FR;LU;3;2014;442.5138809;2529281
LU;FR;4;2014;442.5138809;239547223
FR;LU;4;2014;442.5138809;42181446
LU;FR;5;2014;442.5138809;65163
FR;LU;5;2014;442.5138809;4000
LU;FR;6;2014;442.5138809;1495130
FR;LU;6;2014;442.5138809;1603115
LU;FR;7;2014;442.5138809;20628913
FR;LU;7;2014;442.5138809;1443350
LU;FR;8;2014;442.5138809;16478725
FR;LU;8;2014;442.5138809;3237399
LU;FR;9;2014;442.5138809;3715914
FR;LU;9;2014;442.5138809;4333543
LU;FR;10;2014;442.5138809;18051132
FR;LU;10;2014;442.5138809;4743724
LU;FR;11;2014;442.5138809;2590089
FR;LU;11;2014;442.5138809;7593110
LU;FR;12;2014;442.5138809;2047900
FR;LU;12;2014;442.5138809;3633589
LU;FR;13;2014;442.5138809;358996
FR;LU;13;2014;442.5138809;12000
LU;FR;14;2014;442.5138809;46240
FR;LU;14;2014;442.5138809;3997
LU;FR;15;2014;442.5138809;1387954
FR;LU;15;2014;442.5138809;1030053
LU;FR;16;2014;442.5138809;11906265
FR;LU;16;2014;442.5138809;720624
LU;FR;17;2014;442.5138809;1950297
FR;LU;17;2014;442.5138809;820905
LU;FR;18;2014;442.5138809;7335795
FR;LU;18;2014;442.5138809;5583759
LU;FR;19;2014;442.5138809;27069670
FR;LU;19;2014;442.5138809;32562120
LU;FR;20;2014;442.5138809;11197599
FR;LU;20;2014;442.5138809;25593917
LU;FR;1;2015;442.5138809;1694742
FR;LU;1;2015;442.5138809;297489
LU;FR;2;2015;442.5138809;32048524
FR;LU;2;2015;442.5138809;10207103
LU;FR;3;2015;442.5138809;26807394
FR;LU;3;2015;442.5138809;2726861
LU;FR;4;2015;442.5138809;224480057
FR;LU;4;2015;442.5138809;55926925
LU;FR;5;2015;442.5138809;46762
FR;LU;5;2015;442.5138809;5076
LU;FR;6;2015;442.5138809;1609297
FR;LU;6;2015;442.5138809;2008163
LU;FR;7;2015;442.5138809;21546400
FR;LU;7;2015;442.5138809;946795
LU;FR;8;2015;442.5138809;17338611
FR;LU;8;2015;442.5138809;2889710
LU;FR;9;2015;442.5138809;4009991
FR;LU;9;2015;442.5138809;4870711
LU;FR;10;2015;442.5138809;19195574
FR;LU;10;2015;442.5138809;2183350
LU;FR;11;2015;442.5138809;3224310
FR;LU;11;2015;442.5138809;9771119
LU;FR;12;2015;442.5138809;2444296
FR;LU;12;2015;442.5138809;1073154
LU;FR;13;2015;442.5138809;289901
FR;LU;13;2015;442.5138809;12672
LU;FR;14;2015;442.5138809;56924
FR;LU;14;2015;442.5138809;473
LU;FR;15;2015;442.5138809;1861971
FR;LU;15;2015;442.5138809;807768
LU;FR;16;2015;442.5138809;13798178
FR;LU;16;2015;442.5138809;744379
LU;FR;17;2015;442.5138809;2040995
FR;LU;17;2015;442.5138809;714381
LU;FR;18;2015;442.5138809;6140489
FR;LU;18;2015;442.5138809;12402300
LU;FR;19;2015;442.5138809;25057075
FR;LU;19;2015;442.5138809;34559116
LU;FR;20;2015;442.5138809;12308850
FR;LU;20;2015;442.5138809;34735303
LU;FR;1;2016;442.5138809;2744857
FR;LU;1;2016;442.5138809;1381464
LU;FR;2;2016;442.5138809;32823064
FR;LU;2;2016;442.5138809;11492513
LU;FR;3;2016;442.5138809;28345105
FR;LU;3;2016;442.5138809;2738168
LU;FR;4;2016;442.5138809;193840886
FR;LU;4;2016;442.5138809;49574777
LU;FR;5;2016;442.5138809;53655
FR;LU;5;2016;442.5138809;13188
LU;FR;6;2016;442.5138809;2039832
FR;LU;6;2016;442.5138809;1667977
LU;FR;7;2016;442.5138809;23684508
FR;LU;7;2016;442.5138809;1618272
LU;FR;8;2016;442.5138809;20277060
FR;LU;8;2016;442.5138809;2924152
LU;FR;9;2016;442.5138809;5106030
FR;LU;9;2016;442.5138809;5133502
LU;FR;10;2016;442.5138809;15001950
FR;LU;10;2016;442.5138809;1512891
LU;FR;11;2016;442.5138809;3438713
FR;LU;11;2016;442.5138809;10125568
LU;FR;12;2016;442.5138809;2004037
FR;LU;12;2016;442.5138809;942651
LU;FR;13;2016;442.5138809;378920
FR;LU;13;2016;442.5138809;21757
LU;FR;14;2016;442.5138809;20559
FR;LU;14;2016;442.5138809;6889
LU;FR;15;2016;442.5138809;2744288
FR;LU;15;2016;442.5138809;1044349
LU;FR;16;2016;442.5138809;14976532
FR;LU;16;2016;442.5138809;954735
LU;FR;17;2016;442.5138809;2501450
FR;LU;17;2016;442.5138809;1058580
LU;FR;18;2016;442.5138809;6905220
FR;LU;18;2016;442.5138809;5011540
LU;FR;19;2016;442.5138809;27003262
FR;LU;19;2016;442.5138809;33251334
LU;FR;20;2016;442.5138809;13741644
FR;LU;20;2016;442.5138809;36264781
DE;AT;1;2007;478.0696683;6935118
AT;DE;1;2007;478.0696683;94363556
DE;AT;2;2007;478.0696683;122139837
AT;DE;2;2007;478.0696683;393533584
DE;AT;3;2007;478.0696683;2723529
AT;DE;3;2007;478.0696683;93731656
DE;AT;4;2007;478.0696683;411061069
AT;DE;4;2007;478.0696683;357586482
DE;AT;5;2007;478.0696683;4903179
AT;DE;5;2007;478.0696683;23494604
DE;AT;6;2007;478.0696683;3474684
AT;DE;6;2007;478.0696683;84023699
DE;AT;7;2007;478.0696683;52410123
AT;DE;7;2007;478.0696683;132991609
DE;AT;8;2007;478.0696683;116808402
AT;DE;8;2007;478.0696683;171159127
DE;AT;9;2007;478.0696683;96875681
AT;DE;9;2007;478.0696683;200448213
DE;AT;10;2007;478.0696683;43788630
AT;DE;10;2007;478.0696683;46902131
DE;AT;11;2007;478.0696683;28848610
AT;DE;11;2007;478.0696683;46161260
DE;AT;12;2007;478.0696683;58579933
AT;DE;12;2007;478.0696683;54212891
DE;AT;13;2007;478.0696683;1633029
AT;DE;13;2007;478.0696683;14414835
DE;AT;14;2007;478.0696683;2384541
AT;DE;14;2007;478.0696683;1760465
DE;AT;15;2007;478.0696683;47044569
AT;DE;15;2007;478.0696683;129183629
DE;AT;16;2007;478.0696683;161740075
AT;DE;16;2007;478.0696683;157976657
DE;AT;17;2007;478.0696683;60849961
AT;DE;17;2007;478.0696683;112315260
DE;AT;18;2007;478.0696683;107190303
AT;DE;18;2007;478.0696683;187038816
DE;AT;19;2007;478.0696683;187882082
AT;DE;19;2007;478.0696683;386626866
DE;AT;20;2007;478.0696683;204554705
AT;DE;20;2007;478.0696683;152430335
DE;AT;1;2008;478.0696683;15667042
AT;DE;1;2008;478.0696683;104390782
DE;AT;2;2008;478.0696683;155050822
AT;DE;2;2008;478.0696683;456285978
DE;AT;3;2008;478.0696683;2373813
AT;DE;3;2008;478.0696683;83802237
DE;AT;4;2008;478.0696683;415951579
AT;DE;4;2008;478.0696683;396418655
DE;AT;5;2008;478.0696683;7924216
AT;DE;5;2008;478.0696683;22113396
DE;AT;6;2008;478.0696683;4820279
AT;DE;6;2008;478.0696683;85516799
DE;AT;7;2008;478.0696683;62424489
AT;DE;7;2008;478.0696683;138713318
DE;AT;8;2008;478.0696683;121325334
AT;DE;8;2008;478.0696683;224759225
DE;AT;9;2008;478.0696683;102578309
AT;DE;9;2008;478.0696683;187281451
DE;AT;10;2008;478.0696683;51253275
AT;DE;10;2008;478.0696683;48552590
DE;AT;11;2008;478.0696683;34832141
AT;DE;11;2008;478.0696683;52305461
DE;AT;12;2008;478.0696683;79555397
AT;DE;12;2008;478.0696683;59274529
DE;AT;13;2008;478.0696683;1190418
AT;DE;13;2008;478.0696683;15209383
DE;AT;14;2008;478.0696683;1230281
AT;DE;14;2008;478.0696683;1994232
DE;AT;15;2008;478.0696683;69806581
AT;DE;15;2008;478.0696683;177299582
DE;AT;16;2008;478.0696683;176667674
AT;DE;16;2008;478.0696683;169914259
DE;AT;17;2008;478.0696683;69443230
AT;DE;17;2008;478.0696683;123619359
DE;AT;18;2008;478.0696683;101670311
AT;DE;18;2008;478.0696683;211212538
DE;AT;19;2008;478.0696683;203643369
AT;DE;19;2008;478.0696683;416455763
DE;AT;20;2008;478.0696683;254819358
AT;DE;20;2008;478.0696683;176372491
DE;AT;1;2009;478.0696683;16309659
AT;DE;1;2009;478.0696683;83401106
DE;AT;2;2009;478.0696683;165342540
AT;DE;2;2009;478.0696683;458572673
DE;AT;3;2009;478.0696683;2460145
AT;DE;3;2009;478.0696683;90981529
DE;AT;4;2009;478.0696683;360837753
AT;DE;4;2009;478.0696683;338678020
DE;AT;5;2009;478.0696683;11788187
AT;DE;5;2009;478.0696683;21516646
DE;AT;6;2009;478.0696683;5582261
AT;DE;6;2009;478.0696683;90653170
DE;AT;7;2009;478.0696683;60124971
AT;DE;7;2009;478.0696683;145103807
DE;AT;8;2009;478.0696683;115700327
AT;DE;8;2009;478.0696683;204771363
DE;AT;9;2009;478.0696683;29013287
AT;DE;9;2009;478.0696683;123955772
DE;AT;10;2009;478.0696683;56417177
AT;DE;10;2009;478.0696683;35092612
DE;AT;11;2009;478.0696683;27043143
AT;DE;11;2009;478.0696683;48640637
DE;AT;12;2009;478.0696683;63164063
AT;DE;12;2009;478.0696683;60456392
DE;AT;13;2009;478.0696683;2680751
AT;DE;13;2009;478.0696683;14182897
DE;AT;14;2009;478.0696683;888302
AT;DE;14;2009;478.0696683;1554926
DE;AT;15;2009;478.0696683;61676004
AT;DE;15;2009;478.0696683;168388390
DE;AT;16;2009;478.0696683;185448573
AT;DE;16;2009;478.0696683;167736475
DE;AT;17;2009;478.0696683;53594011
AT;DE;17;2009;478.0696683;120188416
DE;AT;18;2009;478.0696683;98299770
AT;DE;18;2009;478.0696683;214314177
DE;AT;19;2009;478.0696683;204304213
AT;DE;19;2009;478.0696683;404850894
DE;AT;20;2009;478.0696683;199796975
AT;DE;20;2009;478.0696683;145648578
DE;AT;1;2010;478.0696683;21582087
AT;DE;1;2010;478.0696683;77850541
DE;AT;2;2010;478.0696683;197468640
AT;DE;2;2010;478.0696683;464274064
DE;AT;3;2010;478.0696683;3182327
AT;DE;3;2010;478.0696683;104361601
DE;AT;4;2010;478.0696683;398293445
AT;DE;4;2010;478.0696683;369122153
DE;AT;5;2010;478.0696683;19269268
AT;DE;5;2010;478.0696683;24840038
DE;AT;6;2010;478.0696683;4294469
AT;DE;6;2010;478.0696683;94392468
DE;AT;7;2010;478.0696683;60170802
AT;DE;7;2010;478.0696683;170377633
DE;AT;8;2010;478.0696683;149746305
AT;DE;8;2010;478.0696683;238047657
DE;AT;9;2010;478.0696683;35356301
AT;DE;9;2010;478.0696683;139442808
DE;AT;10;2010;478.0696683;48316864
AT;DE;10;2010;478.0696683;48383320
DE;AT;11;2010;478.0696683;28073338
AT;DE;11;2010;478.0696683;43317558
DE;AT;12;2010;478.0696683;78461855
AT;DE;12;2010;478.0696683;62920275
DE;AT;13;2010;478.0696683;1899833
AT;DE;13;2010;478.0696683;15836660
DE;AT;14;2010;478.0696683;714250
AT;DE;14;2010;478.0696683;1642557
DE;AT;15;2010;478.0696683;65371016
AT;DE;15;2010;478.0696683;142883670
DE;AT;16;2010;478.0696683;192170315
AT;DE;16;2010;478.0696683;167758313
DE;AT;17;2010;478.0696683;43046421
AT;DE;17;2010;478.0696683;124861800
DE;AT;18;2010;478.0696683;132780024
AT;DE;18;2010;478.0696683;219591913
DE;AT;19;2010;478.0696683;224786867
AT;DE;19;2010;478.0696683;405857903
DE;AT;20;2010;478.0696683;219927429
AT;DE;20;2010;478.0696683;152829486
DE;AT;1;2011;478.0696683;24955929
AT;DE;1;2011;478.0696683;85990559
DE;AT;2;2011;478.0696683;271706808
AT;DE;2;2011;478.0696683;528321986
DE;AT;3;2011;478.0696683;6395934
AT;DE;3;2011;478.0696683;122232486
DE;AT;4;2011;478.0696683;469185003
AT;DE;4;2011;478.0696683;415812978
DE;AT;5;2011;478.0696683;30604744
AT;DE;5;2011;478.0696683;29741314
DE;AT;6;2011;478.0696683;6633825
AT;DE;6;2011;478.0696683;101497820
DE;AT;7;2011;478.0696683;61343580
AT;DE;7;2011;478.0696683;160328777
DE;AT;8;2011;478.0696683;157160868
AT;DE;8;2011;478.0696683;225166107
DE;AT;9;2011;478.0696683;32607838
AT;DE;9;2011;478.0696683;172311388
DE;AT;10;2011;478.0696683;79479890
AT;DE;10;2011;478.0696683;81560730
DE;AT;11;2011;478.0696683;43158478
AT;DE;11;2011;478.0696683;48604389
DE;AT;12;2011;478.0696683;75342522
AT;DE;12;2011;478.0696683;65043068
DE;AT;13;2011;478.0696683;3466589
AT;DE;13;2011;478.0696683;17339038
DE;AT;14;2011;478.0696683;777617
AT;DE;14;2011;478.0696683;1857586
DE;AT;15;2011;478.0696683;86210297
AT;DE;15;2011;478.0696683;182774740
DE;AT;16;2011;478.0696683;192837013
